geo_type,region,transportation_type,alternative_name,sub-region,country,Date,Frequency
county,Burke County,driving,NA,North Carolina,United States,2020-08-03,163.39
county,Burke County,driving,NA,North Carolina,United States,2020-08-04,176.97
county,Burke County,driving,NA,North Carolina,United States,2020-08-05,169.8
county,Burke County,driving,NA,North Carolina,United States,2020-08-06,181.17
county,Burke County,driving,NA,North Carolina,United States,2020-08-07,208.36
county,Burke County,driving,NA,North Carolina,United States,2020-08-08,238.35
county,Burke County,driving,NA,North Carolina,United States,2020-08-09,201.93
county,Burke County,driving,NA,North Carolina,United States,2020-08-10,177.6
county,Burke County,driving,NA,North Carolina,United States,2020-08-11,176.68
county,Burke County,driving,NA,North Carolina,United States,2020-08-12,164.96
county,Burke County,driving,NA,North Carolina,United States,2020-08-13,171.51
county,Burke County,driving,NA,North Carolina,United States,2020-08-14,208.04
county,Burke County,driving,NA,North Carolina,United States,2020-08-15,192.23
county,Burke County,driving,NA,North Carolina,United States,2020-08-16,187.55
county,Burke County,driving,NA,North Carolina,United States,2020-08-17,159.74
county,Burke County,driving,NA,North Carolina,United States,2020-08-18,158.74
county,Burke County,driving,NA,North Carolina,United States,2020-08-19,162.95
county,Burke County,driving,NA,North Carolina,United States,2020-08-20,160.83
county,Burke County,driving,NA,North Carolina,United States,2020-08-21,180.08
county,Burke County,driving,NA,North Carolina,United States,2020-08-22,217.66
county,Burke County,driving,NA,North Carolina,United States,2020-08-23,171.28
county,Burke County,driving,NA,North Carolina,United States,2020-08-24,149.19
county,Burke County,driving,NA,North Carolina,United States,2020-08-25,154.32
county,Burke County,driving,NA,North Carolina,United States,2020-08-26,158.45
county,Burke County,driving,NA,North Carolina,United States,2020-08-27,170.33
county,Burke County,driving,NA,North Carolina,United States,2020-08-28,203.49
county,Burke County,driving,NA,North Carolina,United States,2020-08-29,193.47
county,Burke County,driving,NA,North Carolina,United States,2020-08-30,172.33
county,Burke County,driving,NA,North Carolina,United States,2020-08-31,141.39
county,Burke County,driving,NA,North Carolina,United States,2020-09-01,155.76
county,Burke County,driving,NA,North Carolina,United States,2020-09-02,151.91
county,Burke County,driving,NA,North Carolina,United States,2020-09-03,176.85
county,Burke County,driving,NA,North Carolina,United States,2020-09-04,237.03
county,Burke County,driving,NA,North Carolina,United States,2020-09-05,255.52
county,Burke County,driving,NA,North Carolina,United States,2020-09-06,213.76
county,Burke County,driving,NA,North Carolina,United States,2020-09-07,260.06
county,Burke County,driving,NA,North Carolina,United States,2020-09-08,164.53
county,Burke County,driving,NA,North Carolina,United States,2020-09-09,153.21
county,Burke County,driving,NA,North Carolina,United States,2020-09-10,163.8
county,Burke County,driving,NA,North Carolina,United States,2020-09-11,195.27
county,Burke County,driving,NA,North Carolina,United States,2020-09-12,191.24
county,Burke County,driving,NA,North Carolina,United States,2020-09-13,162.49
county,Burke County,driving,NA,North Carolina,United States,2020-09-14,153.4
county,Burke County,driving,NA,North Carolina,United States,2020-09-15,157.42
county,Burke County,driving,NA,North Carolina,United States,2020-09-16,162.5
county,Burke County,driving,NA,North Carolina,United States,2020-09-17,153.19
county,Burke County,driving,NA,North Carolina,United States,2020-09-18,205.74
county,Burke County,driving,NA,North Carolina,United States,2020-09-19,244.27
county,Burke County,driving,NA,North Carolina,United States,2020-09-20,183.92
county,Burke County,driving,NA,North Carolina,United States,2020-09-21,149.01
county,Burke County,driving,NA,North Carolina,United States,2020-09-22,151.02
county,Burke County,driving,NA,North Carolina,United States,2020-09-23,149.24
county,Burke County,driving,NA,North Carolina,United States,2020-09-24,153.5
county,Burke County,driving,NA,North Carolina,United States,2020-09-25,190.22
county,Burke County,driving,NA,North Carolina,United States,2020-09-26,220.32
county,Burke County,driving,NA,North Carolina,United States,2020-09-27,178.77
county,Burke County,driving,NA,North Carolina,United States,2020-09-28,156.39
county,Burke County,driving,NA,North Carolina,United States,2020-09-29,136.16
county,Burke County,driving,NA,North Carolina,United States,2020-09-30,145.28
county,Burke County,driving,NA,North Carolina,United States,2020-10-01,160.25
county,Burke County,driving,NA,North Carolina,United States,2020-10-02,211.21
county,Burke County,driving,NA,North Carolina,United States,2020-10-03,244.16
county,Burke County,driving,NA,North Carolina,United States,2020-10-04,171.92
county,Burke County,driving,NA,North Carolina,United States,2020-10-05,150.8
county,Burke County,driving,NA,North Carolina,United States,2020-10-06,146.15
county,Burke County,driving,NA,North Carolina,United States,2020-10-07,154.49
county,Burke County,driving,NA,North Carolina,United States,2020-10-08,172.25
county,Burke County,driving,NA,North Carolina,United States,2020-10-09,213.75
county,Burke County,driving,NA,North Carolina,United States,2020-10-10,186.09
county,Burke County,driving,NA,North Carolina,United States,2020-10-11,142.69
county,Burke County,driving,NA,North Carolina,United States,2020-10-12,156.67
county,Burke County,driving,NA,North Carolina,United States,2020-10-13,159.91
county,Burke County,driving,NA,North Carolina,United States,2020-10-14,183.41
county,Burke County,driving,NA,North Carolina,United States,2020-10-15,181.35
county,Burke County,driving,NA,North Carolina,United States,2020-10-16,247.77
county,Burke County,driving,NA,North Carolina,United States,2020-10-17,303.59
county,Burke County,driving,NA,North Carolina,United States,2020-10-18,260.23
county,Burke County,driving,NA,North Carolina,United States,2020-10-19,167.52
county,Burke County,driving,NA,North Carolina,United States,2020-10-20,149.72
county,Burke County,driving,NA,North Carolina,United States,2020-10-21,159.09
county,Burke County,driving,NA,North Carolina,United States,2020-10-22,205.02
county,Burke County,driving,NA,North Carolina,United States,2020-10-23,245.02
county,Burke County,driving,NA,North Carolina,United States,2020-10-24,252.92
county,Burke County,driving,NA,North Carolina,United States,2020-10-25,168.44
county,Burke County,driving,NA,North Carolina,United States,2020-10-26,150.86
county,Burke County,driving,NA,North Carolina,United States,2020-10-27,151.09
county,Burke County,driving,NA,North Carolina,United States,2020-10-28,139.04
county,Burke County,driving,NA,North Carolina,United States,2020-10-29,165.96
county,Burke County,driving,NA,North Carolina,United States,2020-10-30,219.59
county,Burke County,driving,NA,North Carolina,United States,2020-10-31,209.31
county,Burke County,driving,NA,North Carolina,United States,2020-11-01,165.88
county,Burke County,driving,NA,North Carolina,United States,2020-11-02,139.32
county,Burke County,driving,NA,North Carolina,United States,2020-11-03,138.4
county,Burke County,driving,NA,North Carolina,United States,2020-11-04,124.15
county,Burke County,driving,NA,North Carolina,United States,2020-11-05,142.64
county,Burke County,driving,NA,North Carolina,United States,2020-11-06,187.41
county,Burke County,driving,NA,North Carolina,United States,2020-11-07,180.11
county,Burke County,driving,NA,North Carolina,United States,2020-11-08,155.43
county,Burke County,driving,NA,North Carolina,United States,2020-11-09,129.97
county,Burke County,driving,NA,North Carolina,United States,2020-11-10,125.58
county,Burke County,driving,NA,North Carolina,United States,2020-11-11,124.91
county,Burke County,driving,NA,North Carolina,United States,2020-11-12,137.82
county,Burke County,driving,NA,North Carolina,United States,2020-11-13,175.03
county,Burke County,driving,NA,North Carolina,United States,2020-11-14,167.5
county,Burke County,driving,NA,North Carolina,United States,2020-11-15,131.42
county,Burke County,driving,NA,North Carolina,United States,2020-11-16,125.87
county,Burke County,driving,NA,North Carolina,United States,2020-11-17,130.23
county,Burke County,driving,NA,North Carolina,United States,2020-11-18,131.53
county,Burke County,driving,NA,North Carolina,United States,2020-11-19,135.47
county,Burke County,driving,NA,North Carolina,United States,2020-11-20,185.85
county,Burke County,driving,NA,North Carolina,United States,2020-11-21,173.42
county,Burke County,driving,NA,North Carolina,United States,2020-11-22,144.8
county,Burke County,driving,NA,North Carolina,United States,2020-11-23,140.6
county,Burke County,driving,NA,North Carolina,United States,2020-11-24,146.82
county,Burke County,driving,NA,North Carolina,United States,2020-11-25,156.23
county,Burke County,driving,NA,North Carolina,United States,2020-11-26,101.54
county,Burke County,driving,NA,North Carolina,United States,2020-11-27,176.25
county,Burke County,driving,NA,North Carolina,United States,2020-11-28,173.28
county,Burke County,driving,NA,North Carolina,United States,2020-11-29,139.88
county,Burke County,driving,NA,North Carolina,United States,2020-11-30,121.27
county,Burke County,driving,NA,North Carolina,United States,2020-12-01,127.21
county,Burke County,driving,NA,North Carolina,United States,2020-12-02,126.87
county,Burke County,driving,NA,North Carolina,United States,2020-12-03,130.89
county,Burke County,driving,NA,North Carolina,United States,2020-12-04,154.27
county,Burke County,driving,NA,North Carolina,United States,2020-12-05,152.56
county,Burke County,driving,NA,North Carolina,United States,2020-12-06,130.1
county,Burke County,driving,NA,North Carolina,United States,2020-12-07,118.89
county,Burke County,driving,NA,North Carolina,United States,2020-12-08,129.65
county,Burke County,driving,NA,North Carolina,United States,2020-12-09,129.81
county,Burke County,driving,NA,North Carolina,United States,2020-12-10,145.06
county,Burke County,driving,NA,North Carolina,United States,2020-12-11,168.23
county,Burke County,driving,NA,North Carolina,United States,2020-12-12,158.03
county,Burke County,driving,NA,North Carolina,United States,2020-12-13,132.47
county,Burke County,driving,NA,North Carolina,United States,2020-12-14,135.09
county,Burke County,driving,NA,North Carolina,United States,2020-12-15,133.17
county,Burke County,driving,NA,North Carolina,United States,2020-12-16,112.99
county,Burke County,driving,NA,North Carolina,United States,2020-12-17,133.72
county,Burke County,driving,NA,North Carolina,United States,2020-12-18,167.26
county,Burke County,driving,NA,North Carolina,United States,2020-12-19,157.44
county,Burke County,driving,NA,North Carolina,United States,2020-12-20,124.94
county,Burke County,driving,NA,North Carolina,United States,2020-12-21,152.61
county,Burke County,driving,NA,North Carolina,United States,2020-12-22,158.61
county,Burke County,driving,NA,North Carolina,United States,2020-12-23,166.46
county,Burke County,driving,NA,North Carolina,United States,2020-12-24,111.27
county,Burke County,driving,NA,North Carolina,United States,2020-12-25,76.44
county,Burke County,driving,NA,North Carolina,United States,2020-12-26,165.64
county,Burke County,driving,NA,North Carolina,United States,2020-12-27,153.34
county,Burke County,driving,NA,North Carolina,United States,2020-12-28,156.46
county,Burke County,driving,NA,North Carolina,United States,2020-12-29,160.7
county,Burke County,driving,NA,North Carolina,United States,2020-12-30,163.55
county,Burke County,driving,NA,North Carolina,United States,2020-12-31,152.93
county,Burke County,driving,NA,North Carolina,United States,2021-01-01,115.39
county,Burke County,driving,NA,North Carolina,United States,2021-01-02,166.96
county,Burke County,driving,NA,North Carolina,United States,2021-01-03,125.42
county,Burke County,driving,NA,North Carolina,United States,2021-01-04,128.45
county,Burke County,driving,NA,North Carolina,United States,2021-01-05,131.6
county,Burke County,driving,NA,North Carolina,United States,2021-01-06,125.68
county,Burke County,driving,NA,North Carolina,United States,2021-01-07,134.78
county,Burke County,driving,NA,North Carolina,United States,2021-01-08,88.41
county,Burke County,driving,NA,North Carolina,United States,2021-01-09,136.23
county,Burke County,driving,NA,North Carolina,United States,2021-01-10,119.12
county,Burke County,driving,NA,North Carolina,United States,2021-01-11,119.22
county,Burke County,driving,NA,North Carolina,United States,2021-01-12,128.67
county,Burke County,driving,NA,North Carolina,United States,2021-01-13,135.81
county,Burke County,driving,NA,North Carolina,United States,2021-01-14,134.96
county,Burke County,driving,NA,North Carolina,United States,2021-01-15,164.22
county,Burke County,driving,NA,North Carolina,United States,2021-01-16,157.84
county,Burke County,driving,NA,North Carolina,United States,2021-01-17,124.25
county,Burke County,driving,NA,North Carolina,United States,2021-01-18,139.19
county,Burke County,driving,NA,North Carolina,United States,2021-01-19,125
county,Burke County,driving,NA,North Carolina,United States,2021-01-20,120.16
county,Burke County,driving,NA,North Carolina,United States,2021-01-21,123.93
county,Burke County,driving,NA,North Carolina,United States,2021-01-22,147.1
county,Burke County,driving,NA,North Carolina,United States,2021-01-23,156.13
county,Burke County,driving,NA,North Carolina,United States,2021-01-24,115.29
county,Burke County,driving,NA,North Carolina,United States,2021-01-25,115.84
county,Burke County,driving,NA,North Carolina,United States,2021-01-26,120.24
county,Burke County,driving,NA,North Carolina,United States,2021-01-27,120.63
county,Burke County,driving,NA,North Carolina,United States,2021-01-28,126.16
county,Burke County,driving,NA,North Carolina,United States,2021-01-29,160.23
county,Burke County,driving,NA,North Carolina,United States,2021-01-30,154.78
county,Burke County,driving,NA,North Carolina,United States,2021-01-31,106.34
county,Burke County,driving,NA,North Carolina,United States,2021-02-01,118.17
county,Burke County,driving,NA,North Carolina,United States,2021-02-02,117.35
county,Burke County,driving,NA,North Carolina,United States,2021-02-03,125.29
county,Burke County,driving,NA,North Carolina,United States,2021-02-04,135.39
county,Burke County,driving,NA,North Carolina,United States,2021-02-05,153.74
county,Burke County,driving,NA,North Carolina,United States,2021-02-06,149.88
county,Burke County,driving,NA,North Carolina,United States,2021-02-07,102.77
county,Burke County,driving,NA,North Carolina,United States,2021-02-08,124.39
county,Burke County,driving,NA,North Carolina,United States,2021-02-09,126.82
county,Burke County,driving,NA,North Carolina,United States,2021-02-10,123.94
county,Burke County,driving,NA,North Carolina,United States,2021-02-11,127.71
county,Burke County,driving,NA,North Carolina,United States,2021-02-12,156.71
county,Burke County,driving,NA,North Carolina,United States,2021-02-13,141.36
county,Burke County,driving,NA,North Carolina,United States,2021-02-14,120.42
county,Burke County,driving,NA,North Carolina,United States,2021-02-15,116.95
county,Burke County,driving,NA,North Carolina,United States,2021-02-16,118.56
county,Burke County,driving,NA,North Carolina,United States,2021-02-17,133.41
county,Burke County,driving,NA,North Carolina,United States,2021-02-18,102.4
county,Burke County,driving,NA,North Carolina,United States,2021-02-19,158.18
county,Burke County,driving,NA,North Carolina,United States,2021-02-20,160.35
county,Burke County,driving,NA,North Carolina,United States,2021-02-21,131.73
county,Burke County,driving,NA,North Carolina,United States,2021-02-22,121.11
county,Burke County,driving,NA,North Carolina,United States,2021-02-23,138.85
county,Burke County,driving,NA,North Carolina,United States,2021-02-24,138.38
county,Burke County,driving,NA,North Carolina,United States,2021-02-25,150.43
county,Burke County,driving,NA,North Carolina,United States,2021-02-26,155.28
county,Burke County,driving,NA,North Carolina,United States,2021-02-27,153.51
county,Burke County,driving,NA,North Carolina,United States,2021-02-28,134.73
county,Burke County,driving,NA,North Carolina,United States,2021-03-01,123.64
county,Burke County,driving,NA,North Carolina,United States,2021-03-02,132.29
county,Burke County,driving,NA,North Carolina,United States,2021-03-03,132.01
county,Burke County,driving,NA,North Carolina,United States,2021-03-04,147.79
county,Burke County,driving,NA,North Carolina,United States,2021-03-05,178.95
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-13,100
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-14,101.26
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-15,106.33
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-16,110.03
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-17,133.8
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-18,125.54
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-19,94.89
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-20,109.2
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-21,107.97
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-22,106
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-23,111.62
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-24,126.19
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-25,132.92
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-26,92.44
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-27,104.15
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-28,105.09
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-29,105.44
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-30,109.72
county,Cabarrus County,driving,NA,North Carolina,United States,2020-01-31,125.08
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-01,136.5
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-02,92.67
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-03,104.2
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-04,105.65
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-05,104.74
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-06,102
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-07,136.87
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-08,132.21
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-09,96.95
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-10,106.96
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-11,109.58
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-12,111.01
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-13,116.16
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-14,150.11
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-15,148.76
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-16,105.75
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-17,118.29
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-18,108.95
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-19,117.51
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-20,98.32
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-21,132.25
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-22,157.62
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-23,102.83
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-24,115.41
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-25,115.68
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-26,120.55
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-27,130.79
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-28,159.35
county,Cabarrus County,driving,NA,North Carolina,United States,2020-02-29,172.75
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-01,117.97
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-02,120.84
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-03,128.1
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-04,121.14
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-05,123.98
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-06,153.36
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-07,170.42
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-08,118.3
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-09,123.46
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-10,122.76
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-11,122.37
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-12,120.9
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-13,132.45
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-14,123.87
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-15,86.21
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-16,96.91
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-17,91.69
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-18,91.36
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-19,93.64
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-20,102.11
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-21,85.58
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-22,58.28
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-23,72.11
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-24,73.96
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-25,80.81
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-26,71.75
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-27,73.25
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-28,66.59
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-29,52.65
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-30,67.99
county,Cabarrus County,driving,NA,North Carolina,United States,2020-03-31,65.11
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-01,69.3
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-02,72.96
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-03,82.78
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-04,71.8
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-05,55.01
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-06,72.16
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-07,72.11
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-08,74.72
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-09,79.06
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-10,83.76
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-11,78.96
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-12,44.34
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-13,75.19
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-14,82.65
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-15,85.49
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-16,89.24
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-17,100.09
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-18,90
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-19,68.08
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-20,82.8
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-21,88.94
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-22,91.38
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-23,84.13
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-24,105.64
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-25,90.89
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-26,72.72
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-27,93.63
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-28,95.9
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-29,97.84
county,Cabarrus County,driving,NA,North Carolina,United States,2020-04-30,100.51
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-01,113.76
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-02,105.72
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-03,84.01
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-04,102.08
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-05,100.39
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-06,103.77
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-07,113.26
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-08,121.18
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-09,124.01
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-10,92.89
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-11,NA
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-12,NA
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-13,120.09
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-14,124.96
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-15,141.85
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-16,133.98
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-17,106.85
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-18,119.86
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-19,120.01
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-20,118.94
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-21,127.22
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-22,150.39
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-23,145.4
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-24,108.31
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-25,111.57
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-26,133.45
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-27,127.52
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-28,140.01
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-29,152.2
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-30,152.16
county,Cabarrus County,driving,NA,North Carolina,United States,2020-05-31,115.31
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-01,137.42
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-02,136.52
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-03,138.76
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-04,145.19
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-05,164.98
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-06,158.23
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-07,122.71
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-08,144.5
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-09,144.24
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-10,145.16
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-11,155.16
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-12,172.82
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-13,172.43
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-14,130.96
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-15,145.11
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-16,132.64
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-17,143.94
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-18,152.98
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-19,170.77
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-20,168.61
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-21,123.27
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-22,148.12
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-23,153.08
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-24,153.8
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-25,162.66
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-26,182.35
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-27,171.76
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-28,131.29
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-29,151.08
county,Cabarrus County,driving,NA,North Carolina,United States,2020-06-30,152.22
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-01,161.13
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-02,167.12
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-03,171.13
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-04,133.46
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-05,122.9
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-06,153.23
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-07,149.05
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-08,157.64
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-09,162.44
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-10,181.3
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-11,173.57
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-12,134.07
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-13,155.15
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-14,154.31
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-15,159.81
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-16,163.76
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-17,183.39
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-18,175.19
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-19,134.39
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-20,153.47
county,Cabarrus County,driving,NA,North Carolina,United States,2020-07-21,154.8
