geo_type,region,transportation_type,alternative_name,sub-region,country,Date,Frequency
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-11,132.09
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-12,129.08
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-13,96.1
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-14,102.73
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-15,112.5
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-16,103.63
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-17,117.96
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-18,138.02
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-19,129.52
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-20,94.32
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-21,119.02
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-22,126.1
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-23,132.66
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-24,93.14
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-25,45.48
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-26,92.31
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-27,84.35
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-28,106.18
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-29,111.53
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-30,114.79
county,Mecklenburg County,driving,NA,North Carolina,United States,2020-12-31,118.91
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-01,77.37
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-02,106.73
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-03,86.45
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-04,103.54
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-05,103.17
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-06,101.08
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-07,104.07
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-08,102.18
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-09,117.14
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-10,88.2
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-11,98.34
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-12,102.39
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-13,103.58
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-14,107.27
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-15,122.2
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-16,120.45
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-17,91.1
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-18,104.51
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-19,100.11
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-20,98.67
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-21,101.7
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-22,122
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-23,124.58
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-24,88.43
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-25,93.35
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-26,98.01
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-27,99.33
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-28,108.5
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-29,125.09
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-30,125.37
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-01-31,84.6
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-01,97.65
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-02,100.46
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-03,105.29
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-04,105.69
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-05,123.23
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-06,122.03
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-07,87.33
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-08,99.5
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-09,103.52
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-10,105.17
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-11,108
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-12,128.36
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-13,128.42
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-14,102.16
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-15,96.22
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-16,103.29
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-17,107.17
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-18,96.07
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-19,125.76
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-20,131.42
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-21,95.46
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-22,98.7
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-23,111.39
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-24,116.38
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-25,118.21
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-26,132.5
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-27,136.93
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-02-28,103.13
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-03-01,106.35
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-03-02,111.08
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-03-03,118.27
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-03-04,124.14
county,Mecklenburg County,driving,NA,North Carolina,United States,2021-03-05,142.82
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-13,100
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-14,98.53
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-15,99.34
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-16,94.51
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-17,104.65
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-18,91.19
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-19,86.18
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-20,96.2
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-21,101.01
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-22,99.01
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-23,97.16
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-24,96.88
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-25,103.9
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-26,78.58
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-27,97.51
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-28,98.73
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-29,93.76
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-30,95.72
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-01-31,96.4
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-01,99.24
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-02,79.48
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-03,98.91
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-04,99.01
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-05,100.84
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-06,88.31
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-07,98.57
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-08,95.43
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-09,85.11
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-10,102.78
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-11,99.36
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-12,109.74
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-13,107.87
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-14,114.44
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-15,104.91
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-16,81.67
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-17,101.87
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-18,106.04
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-19,99.3
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-20,83.36
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-21,109.64
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-22,112.27
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-23,82.6
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-24,92.23
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-25,104.26
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-26,103.5
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-27,110.92
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-28,117.02
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-02-29,120.26
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-01,90.06
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-02,100.56
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-03,96
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-04,97.55
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-05,95.01
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-06,111.99
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-07,111.16
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-08,80.1
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-09,101.53
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-10,102.05
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-11,97.45
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-12,96.3
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-13,94.81
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-14,88.45
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-15,63.89
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-16,71.37
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-17,69.97
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-18,58.92
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-19,57.78
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-20,61.05
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-21,50.67
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-22,40.17
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-23,47.29
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-24,47.54
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-25,49.06
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-26,41.42
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-27,43.61
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-28,40.17
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-29,37.54
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-30,46.35
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-03-31,39.79
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-01,41.04
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-02,45.77
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-03,46.03
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-04,45.83
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-05,39.45
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-06,45.64
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-07,45.66
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-08,43.37
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-09,44.38
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-10,41.58
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-11,39.37
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-12,31.64
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-13,44.72
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-14,43.37
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-15,39.11
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-16,45.3
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-17,44.36
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-18,44.08
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-19,37.36
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-20,45.3
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-21,43.69
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-22,42.63
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-23,40.15
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-24,45.46
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-25,39.77
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-26,44.4
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-27,49.35
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-28,46.11
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-29,45.79
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-04-30,44.8
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-01,48.4
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-02,43.43
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-03,46.07
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-04,51.8
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-05,50.65
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-06,50.19
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-07,51
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-08,48.34
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-09,46.83
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-10,43.29
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-11,46.07
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-12,39.59
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-13,54.56
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-14,53.21
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-15,53.39
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-16,51.76
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-17,48.48
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-18,53.33
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-19,49.17
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-20,46.43
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-21,46.25
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-22,54.94
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-23,57.43
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-24,50.79
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-25,53.93
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-26,57.29
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-27,48.68
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-28,60.83
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-29,58.78
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-30,61.98
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-05-31,55.84
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-01,61.17
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-02,69.1
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-03,64.29
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-04,63.45
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-05,67.45
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-06,65.04
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-07,56.83
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-08,66.26
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-09,64.15
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-10,60.07
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-11,58.9
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-12,67.37
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-13,65.04
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-14,58.7
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-15,59.16
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-16,52.61
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-17,60.33
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-18,57.98
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-19,64.78
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-20,64.74
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-21,52.3
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-22,61.42
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-23,65.18
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-24,63.65
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-25,63.65
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-26,67.11
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-27,62.32
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-28,51.36
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-29,61.56
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-06-30,61.07
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-01,61.15
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-02,67.25
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-03,60.43
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-04,56.57
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-05,53.15
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-06,62.76
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-07,59.73
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-08,60.45
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-09,62.72
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-10,70.53
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-11,72.56
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-12,55.74
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-13,62.9
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-14,61.07
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-15,61.52
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-16,62.34
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-17,65.78
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-18,63.33
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-19,52.48
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-20,64.84
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-21,62.64
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-22,61.76
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-23,63.91
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-24,62.95
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-25,67.23
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-26,52.83
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-27,63.17
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-28,57.57
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-29,59.38
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-30,61.11
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-07-31,62.66
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-01,62.48
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-02,56.29
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-03,61.86
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-04,61.82
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-05,61.28
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-06,58
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-07,61.98
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-08,60.67
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-09,50.23
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-10,60.77
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-11,58.62
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-12,61.32
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-13,60.67
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-14,64.8
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-15,62.32
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-16,51.02
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-17,59.95
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-18,62.92
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-19,62.64
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-20,61.32
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-21,62.02
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-22,64.13
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-23,55.28
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-24,59.18
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-25,60.61
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-26,60.35
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-27,59.75
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-28,67.47
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-29,64.43
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-30,54.21
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-08-31,57.57
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-01,56.91
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-02,60.87
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-03,62.32
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-04,66.41
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-05,67.01
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-06,56.29
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-07,58.34
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-08,64.55
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-09,58.04
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-10,63.93
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-11,69.54
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-12,59.99
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-13,54.66
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-14,57.35
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-15,59.75
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-16,59.34
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-17,57.29
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-18,68.9
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-19,70.51
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-20,58.38
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-21,65.5
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-22,63.33
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-23,67.97
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-24,61.7
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-25,66.3
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-26,69.46
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-27,56.85
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-28,68.12
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-29,62.2
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-09-30,67.95
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-01,63.69
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-02,73.39
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-03,69.22
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-04,59.99
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-05,65.88
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-06,67.05
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-07,62.1
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-08,65.96
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-09,71.07
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-10,62.72
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-11,49.45
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-12,61.36
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-13,65
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-14,63.37
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-15,63.83
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-16,68.36
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-17,67.43
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-18,59.49
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-19,62.62
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-20,61.6
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-21,66.12
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-22,64.13
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-23,66.89
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-24,71.47
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-25,53.03
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-26,63.27
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-27,61.9
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-28,55.86
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-29,58.36
county,Mecklenburg County,transit,NA,North Carolina,United States,2020-10-30,64.21
