"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20"
"525","city","Lexington","driving","","Kentucky","United States",100,103.88,102.26,104.32,120.29,112.52,85.12,96.22,102.08,98.25,103.25,121.43,120.24,76.93,90.38,94.39,101.82,103.83,124.3,118.05,84.29,95.12,101.91,97.99,102.69,109.29,110.74,82.47,94.44,99.78,102.1,116.96,161.01,142.6,93.14,100.21,99.89,106.56,112.46,146.91,138.5,93.63,98.79,107.72,116.59,117.27,147.09,145.52,99.6,101.95,113.29,113.71,121.91,138.79,136.13,91.26,104.73,104.95,109.19,105.22,112.23,85.42,61.27,72.31,68.1,63.88,64.58,74.4,60.14,48.5,58.8,57.27,61.32,63.66,65.54,57.26,46.43,59.51,54.66,56.11,60.34,67.26,56.75,46.11,59.4,59.62,59.66,61.91,68.53,58.91,38.52,55.28,58.39,67.42,68.64,72.65,67.65,55.35,70.18,69.75,73.48,70.33,81.39,67.11,53.59,73.31,75.34,71.68,77.9,92.57,81.2,63.75,82.78,77.85,83.79,89.88,95.22,94.24,68.52,NA,NA,93.32,105.01,114.19,98.62,85.6,96.98,102.7,110.65,112.35,129.69,105.86,91.17,96.68,116.86,121.11,126.3,136.74,122.26,99.32,121.03,121.49,126.52,127.36,146.62,130.24,102.24,122.28,126.47,127.88,136.04,156.72,134.63,106.5,130.16,130.55,135.59,137.01,158.21,137.14,98.46,130.01,133.76,139.04,145.2,161.34,140.55,108.46,132.64,136.95,144.44,154.47,150.18,110.72,108.4,139.12,137.76,139.73,147.74,164.52,147.29,111.57,136.27,140.23,141.17,145.68,160.96,148.18,116.32,134.2,136.79,137.32,144.62,163.84,151.84,118.01,136.91,137.16,143.87,141.05,159.49,147.25,116.38,141.1,141.2,144.42,149.83,168.81,160.44,135.5,155.58,161.08,172.6,182.03,200.62,191.47,146.9,160.05,150.48,157.69,162.72,180.81,164.35,133.11,146.15,144.93,145.69,147.26,166.89,156.28,121.79,137.17,146.57,145.46,154.44,188.27,164.9,130.82,126.8,141.19,144.65,152,174.77,164,119.08,136.68,144.21,147.17,154.98,181.92,173.86,127.42,135.59,137.68,140.7,146.62,170.22,165.21,124,127.45,133.31,138.87,144.43,167.17,165.7,118.88,128.96,131.72,136.2,143.42,168.56,157.28,113.06,124.16,128.34,135.04,142.85,168.91,155.09,114.41,121.04,122.1,133.35,142.75,162.37,151.46,111.01,121.47,125.08,128.25,137.19,169.79,157.1,107.17,120.06,124.5,112.42,119.17,142.66,135.67,103.02,110.59,113.46,114.95,114.13,144.72,132.28,93.14,107.92,109.82,111.11,118.85,134.38,114.71,86.7,109.13,113.62,112.83,48.4,92.45,94.32,80.76,91.9,94.58,100.38,102.92,118.37,113.82,79.95,97.25,99.13,102.6,108.21,128.42,117.58,82.87,101.17,104.78,104.27,111.1,136.55,122.42,87.82,115.5,121.25,122.96,74.15,31.22,81.54,77.09,101.31,104.54,112.57,116.27,82.05,101.83,80.02,102.9,103.99,99.94,100.64,113.96,107.63,82.78,97.87,99.98,103.23,106.34,121.58,107.18,82.54,100.42,101.46,100.94,106.09,127.39,128.25,89.04,95.53,104.65,101.67,100.2,128.45,123.01,88.93,92.14,102.75,107.96,109.83,129.24,126.44,87.67,98.48,104.56,78.38,59.27,117.42,124.7,96.41,50.35,45.63,79.36,73.49,112.21,119.67
"526","city","Lexington","transit","","Kentucky","United States",100,98.02,106.17,93.16,84.45,73.87,53.47,72.44,92.61,98.68,84.23,79.82,75.85,60.09,85.56,78.5,83.68,87.98,85.89,75.3,64.06,83.46,99.45,89.75,97.91,80.04,64.06,65.82,82.36,81.04,86.99,90.74,90.19,99.67,62.95,85.56,82.58,73.76,80.71,89.97,88.97,62.4,89.42,99.45,90.52,100.22,89.86,80.49,64.94,67.81,77.07,77.4,78.72,82.8,85.67,63.07,79.93,83.35,78.61,66.26,67.81,55.02,44.32,51.71,53.25,50.5,38.81,47.41,39.8,36.93,39.25,43.44,47.96,45.42,38.81,42.78,40.24,47.41,35.39,44.43,37.6,37.71,34.4,33.74,46.64,43.55,38.37,37.27,31.64,33.3,25.58,41.68,35.06,33.96,31.86,27.45,33.52,32.64,34.51,39.14,32.3,29.66,35.61,32.97,29.33,32.86,29.99,32.64,32.75,39.58,34.18,41.01,34.84,35.94,35.83,42.01,35.06,48.62,33.74,NA,NA,40.68,40.68,40.46,37.71,39.8,46.64,40.57,39.25,42.12,50.06,39.03,39.36,45.09,43.77,52.15,48.62,47.96,48.73,39.36,50.72,51.49,58.32,49.06,54.02,52.26,47.3,57.11,63.18,58.1,57.33,59.65,48.51,46.31,64.72,62.07,52.26,55.02,66.7,69.02,55.35,60.75,69.46,78.5,64.06,81.04,73.98,68.03,81.37,81.92,83.9,74.97,66.7,63.29,47.74,72,65.6,77.29,72.88,70.01,70.34,49.28,73.21,79.6,71.11,62.29,77.95,82.03,58.99,82.03,72.66,65.93,68.25,79.49,72.33,47.63,69.79,59.98,65.49,59.32,66.81,59.54,60.53,72.44,71.33,66.37,72,71.44,78.39,55.9,71.66,83.02,87.87,97.68,91.07,84.67,80.26,93.83,91.84,79.49,85.45,79.6,76.52,59.32,76.41,74.64,73.1,71.33,69.02,63.29,62.07,70.34,73.76,71.22,81.15,69.02,64.28,51.16,69.13,63.95,69.24,73.43,63.84,64.61,53.58,73.87,82.8,74.75,87.76,84.01,79.38,69.79,93.38,86.66,90.19,76.07,79.93,80.37,71.44,78.17,83.24,73.65,80.71,77.84,72.55,64.28,75.63,92.17,75.08,77.4,88.75,81.04,59.98,79.16,77.73,65.16,67.7,75.41,74.64,55.02,65.38,77.51,61.52,62.29,70.45,54.36,51.05,60.2,58.65,56.67,62.4,66.92,64.17,54.24,61.96,60.09,70.67,57.55,58.1,55.46,55.02,64.94,71.44,64.5,62.29,60.2,53.03,48.07,60.09,56.56,65.6,60.42,68.14,51.71,35.94,53.03,52.15,51.27,36.82,48.62,40.9,42.56,53.69,54.47,49.39,56.78,57.22,52.7,42.01,56.01,50.5,62.62,57.22,59.21,56.89,35.39,60.53,51.93,48.95,64.72,60.86,64.39,43.22,54.58,54.24,59.32,43.99,24.92,50.28,36.49,55.46,54.58,49.61,50.39,40.35,50.06,42.56,61.85,64.28,61.63,51.93,52.15,50.17,42.67,47.52,52.48,58.43,59.32,57.77,43,42.89,50.17,55.13,46.2,57.55,52.26,51.71,49.28,58.54,65.05,61.3,57.99,49.5,50.61,35.83,53.03,58.88,55.9,51.71,61.3,49.5,41.79,58.21,56.78,43.55,48.29,48.4,42.45,36.93,34.29,52.81,56.45,42.56,51.71,56.78
"527","city","Lexington","walking","","Kentucky","United States",100,109.02,133.58,139.52,130.55,133.84,75.34,95.77,118.95,104.29,114.33,131.28,151.95,70.76,93.26,94.51,108.85,109.02,118.78,128.21,78.23,97.76,107.71,94.97,107.71,112.27,128.9,70.15,82.91,92.14,90.78,121.43,211.09,186.53,87.28,97.9,91.94,105.39,116.06,139.68,193.75,90.7,90.13,103.64,102.54,112.37,184.6,181.68,90.9,91.72,127.86,114.37,130.53,144.85,159.34,87.85,104.31,97.9,109.22,97.25,101.79,76.25,50.63,64.67,61.97,58.71,61.56,70.25,47.82,44.1,54.27,52.79,61.23,67.72,60.18,57.59,51.53,62.29,48.47,54.15,56.15,71.25,63.11,55.39,61.86,58.97,61.11,64.29,66.28,56.86,39.01,50.85,51.57,57.53,60.42,62.27,59.81,53.89,73.73,67.32,66.77,58.59,71.59,60.54,48.78,77.13,71.27,65.22,66.1,88.64,79.61,62.88,84.76,72.14,76.98,88.36,83.54,85.96,60.13,NA,NA,85.12,107.24,115.47,104.03,89.74,94.71,101.65,119.54,118.58,147.03,113.39,98.76,101.18,125.66,130.48,126.92,134.15,128.12,118.72,135.1,119.64,133.05,127.53,150.08,137.18,101.85,124.03,132.95,124.44,136.73,149.61,139.72,103.68,137.04,130.42,129.96,132.19,162.82,141.37,104.58,139.07,150.83,148.96,151.1,163.37,148.68,108.95,146.5,145.05,149.61,154.03,150.02,123.52,100.77,135.14,137.65,148.23,160.89,170.8,156.27,113.09,148.39,156.11,151.28,138.64,169.15,163.78,116.65,142.17,149.94,146.46,153.89,178.29,161.05,118.5,139.34,143.33,147.15,145.95,162.07,159.34,115.12,151.65,154.5,156.49,166.56,184.23,203.89,183.9,229.53,247.05,275.6,341.17,353.22,320.27,253.81,335.86,279.28,264.84,258.77,266.08,229.37,160.95,220.55,207,211.97,206.25,220.09,214.1,145.14,174.32,205.31,208.93,211.68,246.17,249.08,158.57,157.51,183.03,182.93,197.6,212.76,230.36,140.98,165.57,172.59,177.96,202.63,226.05,256.37,147.01,162.05,168.76,171.57,197.58,208.87,285.29,141.15,149,159.77,169.56,185.53,209.58,243,135.29,153.46,166.14,162.7,188.26,213.51,232.03,129.02,145.95,166.63,165.14,179.12,208.53,219.39,125.64,141.39,143.89,162.66,181.18,197.82,212.88,121.51,142.92,154.46,154.54,177.19,213.94,285.45,125.23,138.87,148.84,139.07,148.41,172.43,189.74,121.41,136.79,137.04,134.33,146.5,187.79,196.32,109.79,125.76,126.74,133.31,152.4,155.96,135.12,97.76,128.33,125.19,118.27,44.99,101.83,111.19,89.68,97.96,109.02,114.47,117.56,141.37,141.19,89.99,111.13,118.42,126.33,128.47,151.81,143.75,93.39,111.09,125.21,116.26,134.53,163.06,132.42,87.14,123.08,130.97,131.03,89.05,26.56,88.85,82.23,108.34,112.05,120.37,155.13,91.72,109.79,81.01,118.07,112.23,111.5,110.44,126.6,125.17,89.93,111.78,113.63,117.38,121.94,143.59,127.94,91.15,107.04,120.19,110.07,119.35,151.63,173.14,110.22,146.34,156.06,135.71,143.61,168.54,168.15,98.58,115.81,126.29,134.55,142.8,156.61,182.34,106.04,116.71,123.59,90.88,82.72,145.03,178.16,113.21,62.72,63.68,96.64,100.49,136.61,171.39
"548","city","Louisville","driving","","Kentucky","United States",100,105.27,107.02,108.04,122.11,113.64,83,93.88,98.54,103.23,108.57,124.05,117.07,79.99,95.37,99.45,101.74,104.65,125.83,119.41,84.9,97.2,103.83,110.12,110.93,117.8,115.24,84.05,101.51,108.48,118.96,125.36,150.21,133.49,94.49,106.87,107.69,115.25,114.77,139.09,135.31,91.76,103.18,111.56,114,118.21,140.45,141.76,101.21,105.83,116.26,117.5,123.11,142.28,149.03,104.67,106.82,113.85,122.3,106.27,120.07,97.66,71.18,81.97,79.36,73.15,70.53,81.61,63.98,49.18,66.32,61.74,65.5,68.1,72.05,63.82,50.56,64.3,61.54,63.27,66.75,75.22,62.88,50.42,65.73,66.18,67.27,69.14,76.13,66.61,40.77,62.33,67.42,73.1,75.2,77.58,76.16,58.87,80.69,77.98,81.41,73.65,91.92,73.8,58.92,82.7,85.72,79.8,83.83,102.38,92.57,67.2,91.87,85.74,92.68,97.72,98.91,102.95,73.28,NA,NA,97.9,111.53,117.81,107.65,84.96,102.73,109.79,113.07,118.11,138.75,115.02,96.13,95.55,120.48,123.67,130.31,142.7,124.55,100.75,120.53,123.19,125.67,126.72,149.4,135.51,107.36,125.96,125.98,131.59,139.43,161.74,144.92,111.91,132.91,136.17,137.69,142.02,162.99,152.1,100.85,132.82,140.24,143.1,146.59,166.66,151.16,113.99,134.93,140.45,147.94,158.61,154.52,124.95,110.82,138.72,142.42,144.12,148.09,168.17,151.09,115.73,139.72,142.44,146.87,147.21,163.64,159.85,119.4,134.57,140.73,140.96,142.62,167.01,154.87,117.95,134.98,138.66,144.1,137.1,155.52,143.41,116.14,136.94,142.04,147.21,149.85,168.78,157.86,119.93,133.51,139.78,141.31,146.97,163.69,156.55,120.43,137.97,136.87,142.07,148.36,163.98,148.11,115.28,132.92,127.13,133.09,139.14,150,144.23,109.6,124.5,132.35,133.96,141.98,167.11,143,118.8,109,131.56,133.52,138.93,162.1,154.52,111.67,128.78,134.98,137.43,141.27,166.98,159.09,113.04,125.05,124.85,117.92,122.98,143.5,135.13,103.32,113.74,120.06,123.38,133.06,152.78,142.93,100.75,120.22,122.4,125.61,128.63,156.7,144.04,104.2,117.98,123.63,127.6,130.4,158.24,149.6,103.59,114.38,118.93,129.43,132.85,152.9,149.03,102.08,117.11,117.88,123.26,124.18,156.59,138.24,94.86,113.48,118.34,109.56,114.35,139.69,130.7,100.58,110.03,111.48,115.16,112.73,136.89,123.02,90.41,104.78,107.72,108.24,115.55,131.47,111.25,82.69,107.84,116.44,118.38,59.77,105.95,105.6,84.13,99.23,104.63,105.76,109.08,125.57,119.49,84.63,103.93,106.26,112.08,116.21,135.87,126.19,90.2,108.88,112.52,115.4,119.84,140.45,124.31,95.6,124.07,130.13,134.69,93.26,50.14,98.5,87.69,108.01,110.78,116.98,122.29,86.56,109.09,84.42,106.96,108.7,104.79,106.15,122.86,116.97,86.7,105.82,106.33,109.14,111.05,127.54,118.34,87.22,105,104.27,103.6,108.86,127.56,121.02,83.17,96.73,105.23,100.72,99.01,128.69,119.24,85.13,98.49,103.92,110.89,109.23,130.83,124.15,85.63,100.83,102.03,87.21,73.47,125.44,125.78,96.77,55.58,59.1,92.37,85.1,119.12,121.78
"549","city","Louisville","transit","","Kentucky","United States",100,102.15,103.15,94.41,101.7,89.2,77.07,86.71,92.84,97.72,100.79,102.11,87.96,78.64,103.56,98.05,98.01,94.33,101.7,98.8,82.95,113.16,101.57,109.06,100.41,104.14,93.87,82.62,102.57,104.84,99.09,102.65,107.37,96.19,78.52,108.2,106.75,116.39,104.55,112.29,107.74,78.15,93,101.2,95.99,97.27,103.93,108.44,89.94,98.88,103.73,105.59,97.35,102.11,104.84,85.47,97.97,99.42,103.31,87.71,89.94,74.54,60.06,74.54,69.12,58.82,63.37,68.5,54.93,47.27,61.42,54.22,50.75,48.72,52.52,45.94,43.29,51.9,45.94,41.76,47.35,49.5,41.31,39.36,46.85,45.36,46.36,43.87,40.89,42.38,30.79,43.09,38.41,44.29,39.82,37.75,40.31,39.82,47.76,45.94,47.97,42.26,49.63,40.69,38.08,49.75,46.77,47.39,46.36,53.1,48.39,44.45,52.57,52.48,50.99,56.37,51.37,48.47,43.5,NA,NA,49.34,55.22,51.08,45.24,41.56,51.99,51.66,48.88,54.8,61.71,51.7,52.19,55.3,62.79,61.51,64.82,55.38,56.42,47.93,56.83,65.19,57.62,61.22,72.27,61.67,56.13,69.54,67.92,72.27,70.28,77.61,67.43,58.69,70.99,76.41,71.56,71.73,72.76,65.6,54.14,72.27,73.59,75.87,68.21,74.46,68.87,55.96,71.19,72.97,74.42,75.7,68.34,54.47,56.83,69.78,74.13,70.86,65.85,82.66,72.68,58.9,72.43,75.7,71.32,70.86,71.85,66.97,61.59,68.54,73.59,64.16,68.13,72.1,61.75,58.4,66.68,68.25,64.98,65.07,65.36,63.7,55.92,69.33,68.87,71.11,71.32,72.52,72.1,58.36,79.35,77.65,77.48,75.08,76.53,71.07,65.07,86.59,84.6,79.51,77.73,84.69,60.47,62.58,87.87,83.86,78.48,78.97,73.68,64.69,57.66,72.64,77.81,72.39,72.23,76.78,67.01,58.11,62.96,77.86,74.79,73.18,73.01,69.54,59.77,71.56,69,77.9,79.43,85.68,79.35,67.76,78.64,80.88,70.41,66.39,74.75,65.44,60.31,64.61,73.55,74.46,75.41,79.68,65.07,60.72,72.23,70.57,72.23,70.07,72.97,61.71,59.23,74.01,73.05,78.73,70.03,72.6,67.47,62.21,74.5,75.25,71.85,81.54,82.45,73.68,61.09,71.15,73.51,73.01,66.39,78.23,67.84,60.18,72.27,70.07,69.21,78.06,74.83,64.53,57.04,72.27,71.48,76.03,71.4,72.68,56.25,53.44,65.4,64.9,63.58,65.65,68.83,52.48,49.01,65.11,66.23,52.94,35.97,57,56.87,50.04,60.06,57.95,64.9,58.32,57.24,59.35,50.95,69,58.15,60.55,63.66,68.67,65.27,50.25,59.73,63.66,63.99,62.71,60.64,58.11,52.73,62.21,63.99,61.38,43.87,30.79,47.56,46.36,59.98,59.06,52.48,56.37,41.93,50.83,48.3,64.69,73.51,65.44,59.02,58.2,55.96,56.46,61.84,60.22,60.47,62.38,58.07,54.18,49.83,54.55,59.35,61.92,61.34,62.46,55.09,44.74,56.58,56.95,62.87,57.16,70.86,56.21,46.81,66.1,61.05,69.37,59.64,58.28,60.64,51.57,65.23,60.14,61.13,57.28,63.95,56.62,51.12,41.8,50,57.24,52.61,57.28,57.08
"550","city","Louisville","walking","","Kentucky","United States",100,106.79,102.88,104.38,120.68,123.83,81.6,88.27,93.52,100.97,105.91,120.4,131.21,75.6,89.89,93.61,94.52,103.25,119.12,135.33,82.89,105.14,93.14,108.52,112.36,131.29,140.19,79.64,90.02,102.14,109.34,119.52,163.63,165.58,96.9,106.19,96.78,110.48,106.31,143.6,165.28,88.81,94.35,106.78,117.77,132.94,153.49,176.49,107.06,100.64,109.28,110.93,119,143.69,192.04,109.75,99.27,114.81,108.42,103.8,120.81,96.83,65.4,80.87,77.82,66.57,64.71,84.85,61.44,47.79,68.8,61.17,72.3,71.28,75.23,73.17,58.73,72.31,64.21,64.77,69.55,76.66,68.31,56.24,77.42,70.92,70.61,72.84,75.77,68.64,39.01,62.11,62.49,72.42,71.29,74.3,73.24,58.21,83.93,82.26,80.43,68.03,91.13,68.23,51.25,86.65,85.34,76.35,75.45,103.53,96.55,66.59,97.9,83.58,94.81,98.02,90.78,106.72,65.36,NA,NA,97.72,120.18,123.85,115.86,87.3,107.6,119.54,122.25,132.44,148.92,121.14,104.2,103.24,126.2,132.4,142.96,179.22,145.07,115.15,134.53,139.97,133.53,131.06,172.43,154.07,110.25,132.39,135.75,143.8,145.93,172.68,157.44,115.45,144.57,142.81,146.45,147.62,172.54,157.48,95.85,141.56,148.88,162.39,159.35,178.91,160.74,116.32,140.46,148.63,159.96,169.41,173.44,137.71,110.44,142.65,152.72,150.43,156.26,176.24,165.2,117.04,147.28,154.37,154.7,157.83,174.43,167.68,112.79,134.47,150.31,151.99,144.47,183.38,168.45,115.81,137.74,141,153.5,138.74,158.95,153.92,116.42,143.93,150.37,156.48,155.38,187.2,172.32,118.16,141.01,143.36,153.33,161.63,190.38,184.54,126.88,178.39,165.24,167.05,163.48,177.06,163.86,118.74,148.74,135.39,156.77,146.84,161.69,166.96,109.82,132.32,147.91,144.87,148.68,182.78,169.26,123,102.88,140.59,144.05,147.59,172.3,173.39,111.13,134.48,140.04,147.84,153.97,179.57,189.97,113.01,136.55,131.01,122.45,127.9,151.28,146.22,103.37,121.34,124.17,132.29,139.36,152.51,150.64,98.58,123.79,130.04,134.26,134.08,165.86,167.39,108.09,124.33,136.91,134.29,133.72,173.42,172.12,103.48,118.5,124.6,132.84,146.7,169.75,165.13,103.69,120.04,124.5,129.87,126.94,176.6,176.5,103.39,116.98,128.76,125.88,127.97,151.11,158.24,108.12,118.67,125.02,125.88,120.24,154.37,137.74,95.26,112.91,119.26,128.98,129,146.17,116.69,90.12,118.12,126.12,133.83,57.73,123.45,122.48,90.11,114.1,125.63,128.77,124.66,149.21,141.34,91.02,118.53,125.84,128.74,135.67,164.9,152.48,96.59,124.4,133.87,131.56,133.22,158.89,144.64,104.07,133.98,150.07,150.26,103.13,45.55,102.16,93.35,112.77,124.26,132.67,144.13,94.09,117.77,87.75,123.72,119.04,121.41,117.57,139.12,128.28,96.17,114.56,122.43,123.24,126.71,142.66,130.61,94.52,110.31,118.4,115.06,118.4,135.97,138.8,85.88,106.46,114.55,105.65,107.58,147.36,135.54,87.67,106.38,112.32,121.57,114.11,147.39,143.31,94.17,110.31,107.24,93.42,77.79,139.95,158.71,113.44,68.88,71.58,101.09,92.69,130.51,145.46
